snomedcode,term_snomed,id,search_terms,read_mapping,matchtotal,MedCodeId,term_medcode,OriginalReadCode,CleansedReadCode,SnomedCTDescriptionId,Release,EmisCodeCategoryId,readcode_review,include
416975007#,Dementia in Alzheimer's disease - type 1,2957155010#,1,1,2,6900221000006117#,"SDAT - Senile dementia, Alzheimer's type",^ESCTSD690022,NA,2957134013,NA,32,NA,1
416975007#,Dementia in Alzheimer's disease - type 1,2957155010#,1,1,2,6900181000006114#,"Primary degenerative dementia of the Alzheimer type, senile onset",^ESCTPR690018,NA,2549518019,NA,32,NA,1
416975007#,Dementia in Alzheimer's disease - type 1,2957155010#,1,1,2,6900201000006110#,"Dementia of the Alzheimers type, late onset",^ESCTDE690020,NA,2957123010,NA,32,NA,1
416975007#,Dementia in Alzheimer's disease - type 1,2957155010#,1,1,2,376541000006112#,Dementia in Alzheimer's disease with late onset,Eu001,Eu00100,2957137018,NA,32,NA,1
416975007#,Dementia in Alzheimer's disease - type 1,2957155010#,1,1,2,500317011#,Alzheimer's disease with late onset,F1101,F110100,2957124016,NA,32,1,1
416975007#,Dementia in Alzheimer's disease - type 1,2957155010#,1,1,2,363031000006111#,[X]Alzheimer's disease type 1,Eu001-1,Eu00111,2957137018,NA,32,NA,1
416975007#,Dementia in Alzheimer's disease - type 1,2957155010#,1,1,2,6900241000006112#,Dementia in Alzheimer's disease - type 1,^ESCTDE690024,NA,2957155010,NA,32,NA,1
420614009#,Organic dementia associated with AIDS (disorder),2614741018#,1,0,1,6957311000006114#,Organic dementia associated with acquired immunodeficiency syndrome,^ESCTOR695731,NA,2971904010,NA,31,NA,1
420614009#,Organic dementia associated with AIDS (disorder),2614741018#,1,0,1,6957301000006111#,Organic dementia associated with AIDS,^ESCTOR695730,NA,2617359013,NA,31,NA,1
420614009#,Organic dementia associated with AIDS,2617359013#,1,0,1,6957311000006114#,Organic dementia associated with acquired immunodeficiency syndrome,^ESCTOR695731,NA,2971904010,NA,31,NA,1
420614009#,Organic dementia associated with AIDS,2617359013#,1,0,1,6957301000006111#,Organic dementia associated with AIDS,^ESCTOR695730,NA,2617359013,NA,31,NA,1
420614009#,Organic dementia associated with acquired immunodeficiency syndrome (disorder),2971089017#,1,0,1,6957311000006114#,Organic dementia associated with acquired immunodeficiency syndrome,^ESCTOR695731,NA,2971904010,NA,31,NA,1
420614009#,Organic dementia associated with acquired immunodeficiency syndrome (disorder),2971089017#,1,0,1,6957301000006111#,Organic dementia associated with AIDS,^ESCTOR695730,NA,2617359013,NA,31,NA,1
420614009#,Organic dementia associated with acquired immunodeficiency syndrome,2971904010#,1,0,1,6957311000006114#,Organic dementia associated with acquired immunodeficiency syndrome,^ESCTOR695731,NA,2971904010,NA,31,NA,1
420614009#,Organic dementia associated with acquired immunodeficiency syndrome,2971904010#,1,0,1,6957301000006111#,Organic dementia associated with AIDS,^ESCTOR695730,NA,2617359013,NA,31,NA,1
421023003#,Presenile dementia associated with AIDS (disorder),2614742013#,1,0,1,6964691000006110#,Presenile dementia associated with AIDS,^ESCTPR696469,NA,2617360015,NA,31,NA,1
421023003#,Presenile dementia associated with AIDS (disorder),2614742013#,1,0,1,6964701000006110#,Presenile dementia associated with acquired immunodeficiency syndrome,^ESCTPR696470,NA,2971364018,NA,31,NA,1
421023003#,Presenile dementia associated with AIDS,2617360015#,1,0,1,6964691000006110#,Presenile dementia associated with AIDS,^ESCTPR696469,NA,2617360015,NA,31,NA,1
421023003#,Presenile dementia associated with AIDS,2617360015#,1,0,1,6964701000006110#,Presenile dementia associated with acquired immunodeficiency syndrome,^ESCTPR696470,NA,2971364018,NA,31,NA,1
421023003#,Presenile dementia associated with acquired immunodeficiency syndrome (disorder),2971122014#,1,0,1,6964691000006110#,Presenile dementia associated with AIDS,^ESCTPR696469,NA,2617360015,NA,31,NA,1
421023003#,Presenile dementia associated with acquired immunodeficiency syndrome (disorder),2971122014#,1,0,1,6964701000006110#,Presenile dementia associated with acquired immunodeficiency syndrome,^ESCTPR696470,NA,2971364018,NA,31,NA,1
421023003#,Presenile dementia associated with acquired immunodeficiency syndrome,2971364018#,1,0,1,6964691000006110#,Presenile dementia associated with AIDS,^ESCTPR696469,NA,2617360015,NA,31,NA,1
421023003#,Presenile dementia associated with acquired immunodeficiency syndrome,2971364018#,1,0,1,6964701000006110#,Presenile dementia associated with acquired immunodeficiency syndrome,^ESCTPR696470,NA,2971364018,NA,31,NA,1
421529006#,Dementia associated with AIDS (disorder),2614737017#,1,1,2,6973421000006116#,Dementia associated with AIDS,^ESCTDE697342,NA,2617355019,NA,32,NA,1
421529006#,Dementia associated with AIDS (disorder),2614737017#,1,1,2,6973451000006113#,ADC - Acquired immune deficiency syndrome dementia complex,^ESCTAD697345,NA,2622766016,NA,32,NA,1
421529006#,Dementia associated with AIDS (disorder),2614737017#,1,1,2,6973461000006110#,Acquired immune deficiency syndrome dementia complex,^ESCTAC697346,NA,2622767013,NA,32,NA,1
421529006#,Dementia associated with AIDS (disorder),2614737017#,1,1,2,376571000006116#,[X]Dementia in human immunodef virus [HIV] disease,Eu024,Eu02400,2622767013,NA,32,NA,1
421529006#,Dementia associated with AIDS (disorder),2614737017#,1,1,2,6973431000006118#,Acquired immune deficiency syndrome-related dementia,^ESCTAC697343,NA,2622764018,NA,32,NA,1
421529006#,Dementia associated with AIDS (disorder),2614737017#,1,1,2,6973441000006111#,AIDS - Acquired immune deficiency syndrome dementia complex,^ESCTAI697344,NA,2622765017,NA,32,NA,1
421529006#,Dementia associated with AIDS (disorder),2614737017#,1,1,2,6973471000006115#,Dementia associated with acquired immunodeficiency syndrome,^ESCTDE697347,NA,2970885015,NA,32,NA,1
421529006#,Dementia associated with AIDS,2617355019#,1,1,2,6973421000006116#,Dementia associated with AIDS,^ESCTDE697342,NA,2617355019,NA,32,NA,1
421529006#,Dementia associated with AIDS,2617355019#,1,1,2,6973451000006113#,ADC - Acquired immune deficiency syndrome dementia complex,^ESCTAD697345,NA,2622766016,NA,32,NA,1
421529006#,Dementia associated with AIDS,2617355019#,1,1,2,6973461000006110#,Acquired immune deficiency syndrome dementia complex,^ESCTAC697346,NA,2622767013,NA,32,NA,1
421529006#,Dementia associated with AIDS,2617355019#,1,1,2,376571000006116#,[X]Dementia in human immunodef virus [HIV] disease,Eu024,Eu02400,2622767013,NA,32,NA,1
421529006#,Dementia associated with AIDS,2617355019#,1,1,2,6973431000006118#,Acquired immune deficiency syndrome-related dementia,^ESCTAC697343,NA,2622764018,NA,32,NA,1
421529006#,Dementia associated with AIDS,2617355019#,1,1,2,6973441000006111#,AIDS - Acquired immune deficiency syndrome dementia complex,^ESCTAI697344,NA,2622765017,NA,32,NA,1
421529006#,Dementia associated with AIDS,2617355019#,1,1,2,6973471000006115#,Dementia associated with acquired immunodeficiency syndrome,^ESCTDE697347,NA,2970885015,NA,32,NA,1
421529006#,Acquired immune deficiency syndrome-related dementia,2622764018#,1,1,2,6973421000006116#,Dementia associated with AIDS,^ESCTDE697342,NA,2617355019,NA,32,NA,1
421529006#,Acquired immune deficiency syndrome-related dementia,2622764018#,1,1,2,6973451000006113#,ADC - Acquired immune deficiency syndrome dementia complex,^ESCTAD697345,NA,2622766016,NA,32,NA,1
421529006#,Acquired immune deficiency syndrome-related dementia,2622764018#,1,1,2,6973461000006110#,Acquired immune deficiency syndrome dementia complex,^ESCTAC697346,NA,2622767013,NA,32,NA,1
421529006#,Acquired immune deficiency syndrome-related dementia,2622764018#,1,1,2,376571000006116#,[X]Dementia in human immunodef virus [HIV] disease,Eu024,Eu02400,2622767013,NA,32,NA,1
421529006#,Acquired immune deficiency syndrome-related dementia,2622764018#,1,1,2,6973431000006118#,Acquired immune deficiency syndrome-related dementia,^ESCTAC697343,NA,2622764018,NA,32,NA,1
421529006#,Acquired immune deficiency syndrome-related dementia,2622764018#,1,1,2,6973441000006111#,AIDS - Acquired immune deficiency syndrome dementia complex,^ESCTAI697344,NA,2622765017,NA,32,NA,1
421529006#,Acquired immune deficiency syndrome-related dementia,2622764018#,1,1,2,6973471000006115#,Dementia associated with acquired immunodeficiency syndrome,^ESCTDE697347,NA,2970885015,NA,32,NA,1
421529006#,AIDS - Acquired immune deficiency syndrome dementia complex,2622765017#,1,1,2,6973421000006116#,Dementia associated with AIDS,^ESCTDE697342,NA,2617355019,NA,32,NA,1
421529006#,AIDS - Acquired immune deficiency syndrome dementia complex,2622765017#,1,1,2,6973451000006113#,ADC - Acquired immune deficiency syndrome dementia complex,^ESCTAD697345,NA,2622766016,NA,32,NA,1
421529006#,AIDS - Acquired immune deficiency syndrome dementia complex,2622765017#,1,1,2,6973461000006110#,Acquired immune deficiency syndrome dementia complex,^ESCTAC697346,NA,2622767013,NA,32,NA,1
421529006#,AIDS - Acquired immune deficiency syndrome dementia complex,2622765017#,1,1,2,376571000006116#,[X]Dementia in human immunodef virus [HIV] disease,Eu024,Eu02400,2622767013,NA,32,NA,1
421529006#,AIDS - Acquired immune deficiency syndrome dementia complex,2622765017#,1,1,2,6973431000006118#,Acquired immune deficiency syndrome-related dementia,^ESCTAC697343,NA,2622764018,NA,32,NA,1
421529006#,AIDS - Acquired immune deficiency syndrome dementia complex,2622765017#,1,1,2,6973441000006111#,AIDS - Acquired immune deficiency syndrome dementia complex,^ESCTAI697344,NA,2622765017,NA,32,NA,1
421529006#,AIDS - Acquired immune deficiency syndrome dementia complex,2622765017#,1,1,2,6973471000006115#,Dementia associated with acquired immunodeficiency syndrome,^ESCTDE697347,NA,2970885015,NA,32,NA,1
421529006#,ADC - Acquired immune deficiency syndrome dementia complex,2622766016#,1,1,2,6973421000006116#,Dementia associated with AIDS,^ESCTDE697342,NA,2617355019,NA,32,NA,1
421529006#,ADC - Acquired immune deficiency syndrome dementia complex,2622766016#,1,1,2,6973451000006113#,ADC - Acquired immune deficiency syndrome dementia complex,^ESCTAD697345,NA,2622766016,NA,32,NA,1
421529006#,ADC - Acquired immune deficiency syndrome dementia complex,2622766016#,1,1,2,6973461000006110#,Acquired immune deficiency syndrome dementia complex,^ESCTAC697346,NA,2622767013,NA,32,NA,1
421529006#,ADC - Acquired immune deficiency syndrome dementia complex,2622766016#,1,1,2,376571000006116#,[X]Dementia in human immunodef virus [HIV] disease,Eu024,Eu02400,2622767013,NA,32,NA,1
421529006#,ADC - Acquired immune deficiency syndrome dementia complex,2622766016#,1,1,2,6973431000006118#,Acquired immune deficiency syndrome-related dementia,^ESCTAC697343,NA,2622764018,NA,32,NA,1
421529006#,ADC - Acquired immune deficiency syndrome dementia complex,2622766016#,1,1,2,6973441000006111#,AIDS - Acquired immune deficiency syndrome dementia complex,^ESCTAI697344,NA,2622765017,NA,32,NA,1
421529006#,ADC - Acquired immune deficiency syndrome dementia complex,2622766016#,1,1,2,6973471000006115#,Dementia associated with acquired immunodeficiency syndrome,^ESCTDE697347,NA,2970885015,NA,32,NA,1
421529006#,Acquired immune deficiency syndrome dementia complex,2622767013#,1,1,2,6973421000006116#,Dementia associated with AIDS,^ESCTDE697342,NA,2617355019,NA,32,NA,1
421529006#,Acquired immune deficiency syndrome dementia complex,2622767013#,1,1,2,6973451000006113#,ADC - Acquired immune deficiency syndrome dementia complex,^ESCTAD697345,NA,2622766016,NA,32,NA,1
421529006#,Acquired immune deficiency syndrome dementia complex,2622767013#,1,1,2,6973461000006110#,Acquired immune deficiency syndrome dementia complex,^ESCTAC697346,NA,2622767013,NA,32,NA,1
421529006#,Acquired immune deficiency syndrome dementia complex,2622767013#,1,1,2,376571000006116#,[X]Dementia in human immunodef virus [HIV] disease,Eu024,Eu02400,2622767013,NA,32,NA,1
421529006#,Acquired immune deficiency syndrome dementia complex,2622767013#,1,1,2,6973431000006118#,Acquired immune deficiency syndrome-related dementia,^ESCTAC697343,NA,2622764018,NA,32,NA,1
421529006#,Acquired immune deficiency syndrome dementia complex,2622767013#,1,1,2,6973441000006111#,AIDS - Acquired immune deficiency syndrome dementia complex,^ESCTAI697344,NA,2622765017,NA,32,NA,1
421529006#,Acquired immune deficiency syndrome dementia complex,2622767013#,1,1,2,6973471000006115#,Dementia associated with acquired immunodeficiency syndrome,^ESCTDE697347,NA,2970885015,NA,32,NA,1
421529006#,Dementia associated with acquired immunodeficiency syndrome,2970885015#,1,1,2,6973421000006116#,Dementia associated with AIDS,^ESCTDE697342,NA,2617355019,NA,32,NA,1
421529006#,Dementia associated with acquired immunodeficiency syndrome,2970885015#,1,1,2,6973451000006113#,ADC - Acquired immune deficiency syndrome dementia complex,^ESCTAD697345,NA,2622766016,NA,32,NA,1
421529006#,Dementia associated with acquired immunodeficiency syndrome,2970885015#,1,1,2,6973461000006110#,Acquired immune deficiency syndrome dementia complex,^ESCTAC697346,NA,2622767013,NA,32,NA,1
421529006#,Dementia associated with acquired immunodeficiency syndrome,2970885015#,1,1,2,376571000006116#,[X]Dementia in human immunodef virus [HIV] disease,Eu024,Eu02400,2622767013,NA,32,NA,1
421529006#,Dementia associated with acquired immunodeficiency syndrome,2970885015#,1,1,2,6973431000006118#,Acquired immune deficiency syndrome-related dementia,^ESCTAC697343,NA,2622764018,NA,32,NA,1
421529006#,Dementia associated with acquired immunodeficiency syndrome,2970885015#,1,1,2,6973441000006111#,AIDS - Acquired immune deficiency syndrome dementia complex,^ESCTAI697344,NA,2622765017,NA,32,NA,1
421529006#,Dementia associated with acquired immunodeficiency syndrome,2970885015#,1,1,2,6973471000006115#,Dementia associated with acquired immunodeficiency syndrome,^ESCTDE697347,NA,2970885015,NA,32,NA,1
421529006#,Dementia associated with acquired immunodeficiency syndrome (disorder),2971994019#,1,1,2,6973421000006116#,Dementia associated with AIDS,^ESCTDE697342,NA,2617355019,NA,32,NA,1
421529006#,Dementia associated with acquired immunodeficiency syndrome (disorder),2971994019#,1,1,2,6973451000006113#,ADC - Acquired immune deficiency syndrome dementia complex,^ESCTAD697345,NA,2622766016,NA,32,NA,1
421529006#,Dementia associated with acquired immunodeficiency syndrome (disorder),2971994019#,1,1,2,6973461000006110#,Acquired immune deficiency syndrome dementia complex,^ESCTAC697346,NA,2622767013,NA,32,NA,1
421529006#,Dementia associated with acquired immunodeficiency syndrome (disorder),2971994019#,1,1,2,376571000006116#,[X]Dementia in human immunodef virus [HIV] disease,Eu024,Eu02400,2622767013,NA,32,NA,1
421529006#,Dementia associated with acquired immunodeficiency syndrome (disorder),2971994019#,1,1,2,6973431000006118#,Acquired immune deficiency syndrome-related dementia,^ESCTAC697343,NA,2622764018,NA,32,NA,1
421529006#,Dementia associated with acquired immunodeficiency syndrome (disorder),2971994019#,1,1,2,6973441000006111#,AIDS - Acquired immune deficiency syndrome dementia complex,^ESCTAI697344,NA,2622765017,NA,32,NA,1
421529006#,Dementia associated with acquired immunodeficiency syndrome (disorder),2971994019#,1,1,2,6973471000006115#,Dementia associated with acquired immunodeficiency syndrome,^ESCTDE697347,NA,2970885015,NA,32,NA,1
42173006#,Salmonella bukuru,70381019#,1,0,1,3179781000006115#,Salmonella Bukuru,^ESCTSA317978,NA,2547867019,NA,31,NA,0
42173006#,Salmonella bukuru,70381019#,1,0,1,3179801000006116#,Salmonella enterica subsp. enterica ser. Bukuru,^ESCTSA317980,NA,2551590019,NA,31,NA,0
42173006#,Salmonella bukuru,70381019#,1,0,1,3179791000006117#,"Salmonella 6,8:b:l,w",^ESCTSA317979,NA,2551589011,NA,31,NA,0
42173006#,Salmonella bukuru (organism),779043015#,1,0,1,3179781000006115#,Salmonella Bukuru,^ESCTSA317978,NA,2547867019,NA,31,NA,0
42173006#,Salmonella bukuru (organism),779043015#,1,0,1,3179801000006116#,Salmonella enterica subsp. enterica ser. Bukuru,^ESCTSA317980,NA,2551590019,NA,31,NA,0
42173006#,Salmonella bukuru (organism),779043015#,1,0,1,3179791000006117#,"Salmonella 6,8:b:l,w",^ESCTSA317979,NA,2551589011,NA,31,NA,0
42173006#,Salmonella Bukuru (organism),2545552011#,1,0,1,3179781000006115#,Salmonella Bukuru,^ESCTSA317978,NA,2547867019,NA,31,NA,0
42173006#,Salmonella Bukuru (organism),2545552011#,1,0,1,3179801000006116#,Salmonella enterica subsp. enterica ser. Bukuru,^ESCTSA317980,NA,2551590019,NA,31,NA,0
42173006#,Salmonella Bukuru (organism),2545552011#,1,0,1,3179791000006117#,"Salmonella 6,8:b:l,w",^ESCTSA317979,NA,2551589011,NA,31,NA,0
42173006#,Salmonella Bukuru,2547867019#,1,0,1,3179781000006115#,Salmonella Bukuru,^ESCTSA317978,NA,2547867019,NA,31,NA,0
42173006#,Salmonella Bukuru,2547867019#,1,0,1,3179801000006116#,Salmonella enterica subsp. enterica ser. Bukuru,^ESCTSA317980,NA,2551590019,NA,31,NA,0
42173006#,Salmonella Bukuru,2547867019#,1,0,1,3179791000006117#,"Salmonella 6,8:b:l,w",^ESCTSA317979,NA,2551589011,NA,31,NA,0
42173006#,Salmonella enterica subsp. enterica ser. Bukuru,2551590019#,1,0,1,3179781000006115#,Salmonella Bukuru,^ESCTSA317978,NA,2547867019,NA,31,NA,0
42173006#,Salmonella enterica subsp. enterica ser. Bukuru,2551590019#,1,0,1,3179801000006116#,Salmonella enterica subsp. enterica ser. Bukuru,^ESCTSA317980,NA,2551590019,NA,31,NA,0
42173006#,Salmonella enterica subsp. enterica ser. Bukuru,2551590019#,1,0,1,3179791000006117#,"Salmonella 6,8:b:l,w",^ESCTSA317979,NA,2551589011,NA,31,NA,0
425390006#,Dementia associated with Parkinson's Disease (disorder),2641288012#,1,1,2,295688010#,Dementia in Parkinsons disease,Eu023,Eu02300,2921040013,NA,32,1,1
425390006#,Dementia associated with Parkinson's Disease (disorder),2641288012#,1,1,2,7043661000006117#,Dementia associated with Parkinson Disease,^ESCTDE704366,NA,2842012010,NA,32,NA,1
425390006#,Dementia associated with Parkinson's Disease (disorder),2641288012#,1,1,2,7043651000006119#,Dementia associated with Parkinson's Disease,^ESCTDE704365,NA,2645368017,NA,32,NA,1
425390006#,Dementia associated with Parkinson's Disease,2645368017#,1,1,2,295688010#,Dementia in Parkinsons disease,Eu023,Eu02300,2921040013,NA,32,1,1
425390006#,Dementia associated with Parkinson's Disease,2645368017#,1,1,2,7043661000006117#,Dementia associated with Parkinson Disease,^ESCTDE704366,NA,2842012010,NA,32,NA,1
425390006#,Dementia associated with Parkinson's Disease,2645368017#,1,1,2,7043651000006119#,Dementia associated with Parkinson's Disease,^ESCTDE704365,NA,2645368017,NA,32,NA,1
425390006#,Dementia associated with Parkinson Disease,2842012010#,1,1,2,295688010#,Dementia in Parkinsons disease,Eu023,Eu02300,2921040013,NA,32,1,1
425390006#,Dementia associated with Parkinson Disease,2842012010#,1,1,2,7043661000006117#,Dementia associated with Parkinson Disease,^ESCTDE704366,NA,2842012010,NA,32,NA,1
425390006#,Dementia associated with Parkinson Disease,2842012010#,1,1,2,7043651000006119#,Dementia associated with Parkinson's Disease,^ESCTDE704365,NA,2645368017,NA,32,NA,1
425390006#,Dementia in Parkinsons disease,2921040013#,1,1,2,295688010#,Dementia in Parkinsons disease,Eu023,Eu02300,2921040013,NA,32,1,1
425390006#,Dementia in Parkinsons disease,2921040013#,1,1,2,7043661000006117#,Dementia associated with Parkinson Disease,^ESCTDE704366,NA,2842012010,NA,32,NA,1
425390006#,Dementia in Parkinsons disease,2921040013#,1,1,2,7043651000006119#,Dementia associated with Parkinson's Disease,^ESCTDE704365,NA,2645368017,NA,32,NA,1
42769004#,Diffuse Lewy body disease with spongiform cortical change,71362016#,1,0,1,3189531000006118#,Diffuse Lewy body disease with spongiform cortical change,^ESCTDI318953,NA,71362016,NA,31,NA,1
42769004#,Diffuse Lewy body disease with spongiform cortical change (disorder),779704014#,1,0,1,3189531000006118#,Diffuse Lewy body disease with spongiform cortical change,^ESCTDI318953,NA,71362016,NA,31,NA,1
429458009#,Dementia due to Creutzfeldt Jakob disease (disorder),2690145018#,1,1,2,7103601000006116#,Dementia due to Creutzfeldt-Jakob disease,^ESCTDE710360,NA,2693170019,NA,32,NA,1
429458009#,Dementia due to Creutzfeldt Jakob disease (disorder),2690145018#,1,1,2,295686014#,Dementia due to Creutzfeldt Jakob disease,Eu021,Eu02100,2695885013,NA,32,1,1
429458009#,Dementia due to Creutzfeldt-Jakob disease,2693170019#,1,1,2,7103601000006116#,Dementia due to Creutzfeldt-Jakob disease,^ESCTDE710360,NA,2693170019,NA,32,NA,1
429458009#,Dementia due to Creutzfeldt-Jakob disease,2693170019#,1,1,2,295686014#,Dementia due to Creutzfeldt Jakob disease,Eu021,Eu02100,2695885013,NA,32,1,1
429458009#,Dementia due to Creutzfeldt Jakob disease,2695885013#,1,1,2,7103601000006116#,Dementia due to Creutzfeldt-Jakob disease,^ESCTDE710360,NA,2693170019,NA,32,NA,1
429458009#,Dementia due to Creutzfeldt Jakob disease,2695885013#,1,1,2,295686014#,Dementia due to Creutzfeldt Jakob disease,Eu021,Eu02100,2695885013,NA,32,1,1
429961000#,Family history of dementia (situation),2708297015#,1,0,1,7112111000006119#,Family history of dementia,^ESCTFA711211,NA,2764083018,NA,31,NA,0
429961000#,Family history of dementia,2764083018#,1,0,1,7112111000006119#,Family history of dementia,^ESCTFA711211,NA,2764083018,NA,31,NA,0
429998004#,Vascular dementia (disorder),2760457012#,1,1,2,295680015#,[X]Other vascular dementia,Eu01y,Eu01y00,2770951017,NA,32,1,1
429998004#,Vascular dementia (disorder),2760457012#,1,1,2,431681000006117#,Vascular dementia,Eu01,Eu01.00,2770951017,NA,32,NA,1
429998004#,Vascular dementia (disorder),2760457012#,1,1,2,295681016#,"[X]Vascular dementia, unspecified",Eu01z,Eu01z00,2770951017,NA,32,1,1
429998004#,Vascular dementia,2770951017#,1,1,2,295680015#,[X]Other vascular dementia,Eu01y,Eu01y00,2770951017,NA,32,1,1
429998004#,Vascular dementia,2770951017#,1,1,2,431681000006117#,Vascular dementia,Eu01,Eu01.00,2770951017,NA,32,NA,1
429998004#,Vascular dementia,2770951017#,1,1,2,295681016#,"[X]Vascular dementia, unspecified",Eu01z,Eu01z00,2770951017,NA,32,1,1
431684003#,Burkholderia kururiensis (organism),2743391015#,1,0,1,7143731000006114#,Burkholderia kururiensis,^ESCTBU714373,NA,2769501010,NA,31,NA,0
431684003#,Burkholderia kururiensis,2769501010#,1,0,1,7143731000006114#,Burkholderia kururiensis,^ESCTBU714373,NA,2769501010,NA,31,NA,0
433278001#,Family history of presenile dementia (situation),2746288012#,1,0,1,7177291000006111#,Family history of presenile dementia,^ESCTFA717729,NA,2773693018,NA,31,NA,0
433278001#,Family history of presenile dementia,2773693018#,1,0,1,7177291000006111#,Family history of presenile dementia,^ESCTFA717729,NA,2773693018,NA,31,NA,0
44081006#,Kuru agent,73512017#,1,0,1,3209941000006119#,Kuru agent,^ESCTKU320994,NA,73512017,NA,31,NA,0
44081006#,Kuru agent (organism),781168013#,1,0,1,3209941000006119#,Kuru agent,^ESCTKU320994,NA,73512017,NA,31,NA,0
442344002#,Dementia due to Huntington chorea,2820374011#,1,1,2,7263011000006112#,Dementia due to Huntington disease,^ESCTDE726301,NA,2820375012,NA,32,NA,1
442344002#,Dementia due to Huntington chorea,2820374011#,1,1,2,295687017#,Dementia due to Huntington chorea,Eu022,Eu02200,2820374011,NA,32,1,1
442344002#,Dementia due to Huntington chorea,2820374011#,1,1,2,7263021000006116#,Dementia due to Huntingtons disease,^ESCTDE726302,NA,2951827019,NA,32,NA,1
442344002#,Dementia due to Huntington disease,2820375012#,1,1,2,7263011000006112#,Dementia due to Huntington disease,^ESCTDE726301,NA,2820375012,NA,32,NA,1
442344002#,Dementia due to Huntington disease,2820375012#,1,1,2,295687017#,Dementia due to Huntington chorea,Eu022,Eu02200,2820374011,NA,32,1,1
442344002#,Dementia due to Huntington disease,2820375012#,1,1,2,7263021000006116#,Dementia due to Huntingtons disease,^ESCTDE726302,NA,2951827019,NA,32,NA,1
442344002#,Dementia due to Huntington chorea (disorder),2820376013#,1,1,2,7263011000006112#,Dementia due to Huntington disease,^ESCTDE726301,NA,2820375012,NA,32,NA,1
442344002#,Dementia due to Huntington chorea (disorder),2820376013#,1,1,2,295687017#,Dementia due to Huntington chorea,Eu022,Eu02200,2820374011,NA,32,1,1
442344002#,Dementia due to Huntington chorea (disorder),2820376013#,1,1,2,7263021000006116#,Dementia due to Huntingtons disease,^ESCTDE726302,NA,2951827019,NA,32,NA,1
442344002#,Dementia due to Huntingtons disease,2951827019#,1,1,2,7263011000006112#,Dementia due to Huntington disease,^ESCTDE726301,NA,2820375012,NA,32,NA,1
442344002#,Dementia due to Huntingtons disease,2951827019#,1,1,2,295687017#,Dementia due to Huntington chorea,Eu022,Eu02200,2820374011,NA,32,1,1
442344002#,Dementia due to Huntingtons disease,2951827019#,1,1,2,7263021000006116#,Dementia due to Huntingtons disease,^ESCTDE726302,NA,2951827019,NA,32,NA,1
46849003#,Pseudodementia,78087010#,1,0,1,3257361000006117#,Pseudodementia,^ESCTPS325736,NA,78087010,NA,31,NA,0
46849003#,Pseudodementia (finding),784242010#,1,0,1,3257361000006117#,Pseudodementia,^ESCTPS325736,NA,78087010,NA,31,NA,0
473203000#,Assessment of dementia,2956268018#,1,0,1,612761000006118#,Dementia assessment,3A-2,3A...12,2.24243E+15,NA,3,NA,0
473203000#,Assessment of dementia,2956268018#,1,0,1,7484361000006111#,Assessment of dementia,^ESCTAS748436,NA,2956268018,NA,3,NA,0
473203000#,Assessment of dementia (procedure),2956271014#,1,0,1,612761000006118#,Dementia assessment,3A-2,3A...12,2.24243E+15,NA,3,NA,0
473203000#,Assessment of dementia (procedure),2956271014#,1,0,1,7484361000006111#,Assessment of dementia,^ESCTAS748436,NA,2956268018,NA,3,NA,0
4817008#,"Primary degenerative dementia of the Alzheimer type, senile onset, with delirium",9023015#,1,0,1,2575751000006110#,"Dementia Alzheimers type, late onset with delirium",^ESCTDE257575,NA,2951806012,NA,31,NA,1
4817008#,"Primary degenerative dementia of the Alzheimer type, senile onset, with delirium",9023015#,1,0,1,2575731000006115#,"Primary degenerative dementia of the Alzheimer type, senile onset, with delirium",^ESCTPR257573,NA,9023015,NA,31,NA,1
4817008#,"Primary degenerative dementia of the Alzheimer type, senile onset, with delirium",9023015#,1,0,1,2575741000006113#,"Dementia of the Alzheimer's type, with late onset, with delirium",^ESCTDE257574,NA,9024014,NA,31,NA,1
4817008#,"Dementia of the Alzheimer's type, with late onset, with delirium",9024014#,1,0,1,2575751000006110#,"Dementia Alzheimers type, late onset with delirium",^ESCTDE257575,NA,2951806012,NA,31,NA,1
4817008#,"Dementia of the Alzheimer's type, with late onset, with delirium",9024014#,1,0,1,2575731000006115#,"Primary degenerative dementia of the Alzheimer type, senile onset, with delirium",^ESCTPR257573,NA,9023015,NA,31,NA,1
4817008#,"Dementia of the Alzheimer's type, with late onset, with delirium",9024014#,1,0,1,2575741000006113#,"Dementia of the Alzheimer's type, with late onset, with delirium",^ESCTDE257574,NA,9024014,NA,31,NA,1
4817008#,"Primary degenerative dementia of the Alzheimer type, senile onset, with delirium (disorder)",785709019#,1,0,1,2575751000006110#,"Dementia Alzheimers type, late onset with delirium",^ESCTDE257575,NA,2951806012,NA,31,NA,1
4817008#,"Primary degenerative dementia of the Alzheimer type, senile onset, with delirium (disorder)",785709019#,1,0,1,2575731000006115#,"Primary degenerative dementia of the Alzheimer type, senile onset, with delirium",^ESCTPR257573,NA,9023015,NA,31,NA,1
4817008#,"Primary degenerative dementia of the Alzheimer type, senile onset, with delirium (disorder)",785709019#,1,0,1,2575741000006113#,"Dementia of the Alzheimer's type, with late onset, with delirium",^ESCTDE257574,NA,9024014,NA,31,NA,1
4817008#,"Dementia Alzheimers type, late onset with delirium",2951806012#,1,0,1,2575751000006110#,"Dementia Alzheimers type, late onset with delirium",^ESCTDE257575,NA,2951806012,NA,31,NA,1
